name1,name2
patches/291598503329467.png,batch_1_north_aligned/291598503329467.png
patches/199585439365584.png,batch_1_north_aligned/199585439365584.png
patches/887072135652584.png,batch_1_north_aligned/887072135652584.png
patches/1243469379867043.png,batch_1_north_aligned/1243469379867043.png
patches/285172647250664.png,batch_1_north_aligned/285172647250664.png
patches/1336350810310723.png,batch_1_north_aligned/1336350810310723.png
patches/1295104401438009.png,batch_1_north_aligned/1295104401438009.png
patches/774645254145458.png,batch_1_north_aligned/774645254145458.png
patches/957585138904479.png,batch_1_north_aligned/957585138904479.png
patches/1470701983748287.png,batch_1_north_aligned/1470701983748287.png
patches/2329287957272092.png,batch_1_north_aligned/2329287957272092.png
patches/1610162299480783.png,batch_1_north_aligned/1610162299480783.png
patches/501781355200222.png,batch_1_north_aligned/501781355200222.png
patches/213254707826043.png,batch_1_north_aligned/213254707826043.png
patches/1213719955998384.png,batch_1_north_aligned/1213719955998384.png
patches/1416376115899003.png,batch_1_north_aligned/1416376115899003.png
patches/726752945685328.png,batch_1_north_aligned/726752945685328.png
patches/1242120736439640.png,batch_1_north_aligned/1242120736439640.png
patches/1025027341838476.png,batch_1_north_aligned/1025027341838476.png
patches/561974315905712.png,batch_1_north_aligned/561974315905712.png
patches/693093228852980.png,batch_1_north_aligned/693093228852980.png
patches/212107054530722.png,batch_1_north_aligned/212107054530722.png
patches/574672711527055.png,batch_1_north_aligned/574672711527055.png
patches/6416367131744802.png,batch_1_north_aligned/6416367131744802.png
patches/996993398318309.png,batch_1_north_aligned/996993398318309.png
patches/663724058667941.png,batch_1_north_aligned/663724058667941.png
patches/289545770303521.png,batch_1_north_aligned/289545770303521.png
patches/591970986253567.png,batch_1_north_aligned/591970986253567.png
patches/657453729143792.png,batch_1_north_aligned/657453729143792.png
patches/1327865871091640.png,batch_1_north_aligned/1327865871091640.png
patches/579551944089242.png,batch_1_north_aligned/579551944089242.png
patches/829962921819610.png,batch_1_north_aligned/829962921819610.png
patches/2861749727295184.png,batch_1_north_aligned/2861749727295184.png
patches/1789659798072796.png,batch_1_north_aligned/1789659798072796.png
patches/1199524968111909.png,batch_1_north_aligned/1199524968111909.png
patches/704567221211279.png,batch_1_north_aligned/704567221211279.png
patches/219876234328016.png,batch_1_north_aligned/219876234328016.png
patches/213282874998361.png,batch_1_north_aligned/213282874998361.png
patches/1335223017251206.png,batch_1_north_aligned/1335223017251206.png
patches/297004616096589.png,batch_1_north_aligned/297004616096589.png
patches/172017782522335.png,batch_1_north_aligned/172017782522335.png
patches/1417652762349609.png,batch_1_north_aligned/1417652762349609.png
patches/1488061442008379.png,batch_1_north_aligned/1488061442008379.png
patches/815139746509509.png,batch_1_north_aligned/815139746509509.png
patches/510505624401799.png,batch_1_north_aligned/510505624401799.png
