name1,name2
patches/1187068801925821.png,batch_1_north_aligned/1187068801925821.png
patches/1013163380048030.png,batch_1_north_aligned/1013163380048030.png
patches/1318315818760750.png,batch_1_north_aligned/1318315818760750.png
patches/943183620249388.png,batch_1_north_aligned/943183620249388.png
patches/573742744957572.png,batch_1_north_aligned/573742744957572.png
patches/1083115139749635.png,batch_1_north_aligned/1083115139749635.png
patches/1024523155645707.png,batch_1_north_aligned/1024523155645707.png
patches/808015187652060.png,batch_1_north_aligned/808015187652060.png
patches/964338884782418.png,batch_1_north_aligned/964338884782418.png
patches/727724269125447.png,batch_1_north_aligned/727724269125447.png
patches/1498331430700685.png,batch_1_north_aligned/1498331430700685.png
patches/930046268031490.png,batch_1_north_aligned/930046268031490.png
patches/1323778645119829.png,batch_1_north_aligned/1323778645119829.png
patches/279578807960989.png,batch_1_north_aligned/279578807960989.png
patches/737106018169327.png,batch_1_north_aligned/737106018169327.png
patches/258478686791767.png,batch_1_north_aligned/258478686791767.png
patches/1296900637931448.png,batch_1_north_aligned/1296900637931448.png
patches/236715085820035.png,batch_1_north_aligned/236715085820035.png
patches/1011431913369103.png,batch_1_north_aligned/1011431913369103.png
patches/1417652762349609.png,batch_1_north_aligned/1417652762349609.png
patches/1400284304153409.png,batch_1_north_aligned/1400284304153409.png
patches/181682144489697.png,batch_1_north_aligned/181682144489697.png
patches/599824875572173.png,batch_1_north_aligned/599824875572173.png
patches/1090940798532400.png,batch_1_north_aligned/1090940798532400.png
patches/250407681076752.png,batch_1_north_aligned/250407681076752.png
patches/946452663246761.png,batch_1_north_aligned/946452663246761.png
patches/623695012886788.png,batch_1_north_aligned/623695012886788.png
patches/1912960622415845.png,batch_1_north_aligned/1912960622415845.png
patches/833258041294496.png,batch_1_north_aligned/833258041294496.png
patches/5805018616213779.png,batch_1_north_aligned/5805018616213779.png
patches/824402485862628.png,batch_1_north_aligned/824402485862628.png
patches/642917644386432.png,batch_1_north_aligned/642917644386432.png
patches/3542828382671106.png,batch_1_north_aligned/3542828382671106.png
patches/1319522631997885.png,batch_1_north_aligned/1319522631997885.png
patches/1814799542211960.png,batch_1_north_aligned/1814799542211960.png
patches/183286654346616.png,batch_1_north_aligned/183286654346616.png
patches/642365884177783.png,batch_1_north_aligned/642365884177783.png
patches/1665723333826030.png,batch_1_north_aligned/1665723333826030.png
patches/1171186637133362.png,batch_1_north_aligned/1171186637133362.png
patches/6650536198325260.png,batch_1_north_aligned/6650536198325260.png
patches/1360273267885481.png,batch_1_north_aligned/1360273267885481.png
patches/6413814365338369.png,batch_1_north_aligned/6413814365338369.png
patches/876792326977120.png,batch_1_north_aligned/876792326977120.png
patches/1309668263286175.png,batch_1_north_aligned/1309668263286175.png
patches/688089553148150.png,batch_1_north_aligned/688089553148150.png
patches/221939804104183.png,batch_1_north_aligned/221939804104183.png
patches/1253561901923645.png,batch_1_north_aligned/1253561901923645.png
patches/174763435393931.png,batch_1_north_aligned/174763435393931.png
patches/1474504996618734.png,batch_1_north_aligned/1474504996618734.png
patches/1179506302688252.png,batch_1_north_aligned/1179506302688252.png
patches/597456132182023.png,batch_1_north_aligned/597456132182023.png
patches/114566838075663.png,batch_1_north_aligned/114566838075663.png
patches/1208543433168933.png,batch_1_north_aligned/1208543433168933.png
patches/804458937981453.png,batch_1_north_aligned/804458937981453.png
patches/542942187876619.png,batch_1_north_aligned/542942187876619.png
patches/285771113980766.png,batch_1_north_aligned/285771113980766.png
patches/277129991561265.png,batch_1_north_aligned/277129991561265.png
patches/484247400547899.png,batch_1_north_aligned/484247400547899.png
patches/301629338883633.png,batch_1_north_aligned/301629338883633.png
patches/144967655043759.png,batch_1_north_aligned/144967655043759.png
patches/1237146583673076.png,batch_1_north_aligned/1237146583673076.png
patches/1432855714215278.png,batch_1_north_aligned/1432855714215278.png
patches/1297093564265306.png,batch_1_north_aligned/1297093564265306.png
patches/561974315905712.png,batch_1_north_aligned/561974315905712.png
patches/1303032836962396.png,batch_1_north_aligned/1303032836962396.png
patches/1262310291135027.png,batch_1_north_aligned/1262310291135027.png
patches/239741768831683.png,batch_1_north_aligned/239741768831683.png
patches/2320088354842257.png,batch_1_north_aligned/2320088354842257.png
patches/274345031809526.png,batch_1_north_aligned/274345031809526.png
patches/224284230474741.png,batch_1_north_aligned/224284230474741.png
patches/271618018793250.png,batch_1_north_aligned/271618018793250.png
patches/229024429941037.png,batch_1_north_aligned/229024429941037.png
patches/2023324731393131.png,batch_1_north_aligned/2023324731393131.png
patches/594060635868683.png,batch_1_north_aligned/594060635868683.png
patches/171314009265003.png,batch_1_north_aligned/171314009265003.png
patches/246151354787841.png,batch_1_north_aligned/246151354787841.png
patches/989965548671757.png,batch_1_north_aligned/989965548671757.png
patches/773533314516322.png,batch_1_north_aligned/773533314516322.png
patches/552254230215065.png,batch_1_north_aligned/552254230215065.png
patches/1221294101797129.png,batch_1_north_aligned/1221294101797129.png
patches/280549371322273.png,batch_1_north_aligned/280549371322273.png
patches/805769311059049.png,batch_1_north_aligned/805769311059049.png
patches/549956930309811.png,batch_1_north_aligned/549956930309811.png
patches/268674625758093.png,batch_1_north_aligned/268674625758093.png
patches/243078611803768.png,batch_1_north_aligned/243078611803768.png
patches/210269421980610.png,batch_1_north_aligned/210269421980610.png
patches/1207592639822439.png,batch_1_north_aligned/1207592639822439.png
patches/279303894592557.png,batch_1_north_aligned/279303894592557.png
patches/1463552097726791.png,batch_1_north_aligned/1463552097726791.png
patches/1267316770810593.png,batch_1_north_aligned/1267316770810593.png
patches/962647584939114.png,batch_1_north_aligned/962647584939114.png
patches/1335223017251206.png,batch_1_north_aligned/1335223017251206.png
patches/2861749727295184.png,batch_1_north_aligned/2861749727295184.png
patches/139218809184681.png,batch_1_north_aligned/139218809184681.png
patches/666399185173218.png,batch_1_north_aligned/666399185173218.png
patches/973581443833412.png,batch_1_north_aligned/973581443833412.png
patches/779926247160229.png,batch_1_north_aligned/779926247160229.png
patches/501781355200222.png,batch_1_north_aligned/501781355200222.png
patches/927990845101091.png,batch_1_north_aligned/927990845101091.png
patches/984541206063357.png,batch_1_north_aligned/984541206063357.png
patches/1113768959304925.png,batch_1_north_aligned/1113768959304925.png
patches/228958786628613.png,batch_1_north_aligned/228958786628613.png
patches/841348900840824.png,batch_1_north_aligned/841348900840824.png
patches/798314981802435.png,batch_1_north_aligned/798314981802435.png
patches/1264015041148165.png,batch_1_north_aligned/1264015041148165.png
patches/279756804551460.png,batch_1_north_aligned/279756804551460.png
patches/866200055074781.png,batch_1_north_aligned/866200055074781.png
patches/259531866685831.png,batch_1_north_aligned/259531866685831.png
patches/1977534822603315.png,batch_1_north_aligned/1977534822603315.png
patches/238951225514962.png,batch_1_north_aligned/238951225514962.png
patches/595720069366475.png,batch_1_north_aligned/595720069366475.png
patches/6697300776967414.png,batch_1_north_aligned/6697300776967414.png
patches/1176502396299647.png,batch_1_north_aligned/1176502396299647.png
patches/1433305524169269.png,batch_1_north_aligned/1433305524169269.png
patches/1696755627430517.png,batch_1_north_aligned/1696755627430517.png
patches/689468352858492.png,batch_1_north_aligned/689468352858492.png
patches/1400887334094713.png,batch_1_north_aligned/1400887334094713.png
patches/169847206073494.png,batch_1_north_aligned/169847206073494.png
patches/1332817000942625.png,batch_1_north_aligned/1332817000942625.png
patches/3285715915090700.png,batch_1_north_aligned/3285715915090700.png
patches/3554558441493593.png,batch_1_north_aligned/3554558441493593.png
patches/771959304677079.png,batch_1_north_aligned/771959304677079.png
patches/5608679082542195.png,batch_1_north_aligned/5608679082542195.png
patches/654587983361334.png,batch_1_north_aligned/654587983361334.png
patches/120262707748138.png,batch_1_north_aligned/120262707748138.png
patches/652243713433575.png,batch_1_north_aligned/652243713433575.png
patches/280695311294971.png,batch_1_north_aligned/280695311294971.png
patches/2064528670416112.png,batch_1_north_aligned/2064528670416112.png
patches/1728854777573180.png,batch_1_north_aligned/1728854777573180.png
patches/747531350457207.png,batch_1_north_aligned/747531350457207.png
